classe,texto,titulo,capitulo,secao,subsecao,artigo,paragrafo,inciso,alinea
inciso,"I - três dentre advogados de notório saber jurídico e conduta ilibada, com mais de dez anos de efetiva atividade profissional;",4,3,7,NA,123,1,1,NA
inciso,"II - dois, por escolha paritária, dentre juízes-auditores e membros do Ministério Público da Justiça Militar.",4,3,7,NA,123,1,2,NA
artigo,Art. 124. À Justiça Militar compete processar e julgar os crimes militares definidos em lei.,4,3,7,NA,124,NA,NA,NA
paragrafo,"Parágrafo único. A lei disporá sobre a organização, o funcionamento e a competência da Justiça Militar.",4,3,7,NA,124,1,NA,NA
titartb,Seção VIII: Dos Tribunais e Juízes dos Estados,4,3,8,NA,NA,NA,NA,NA
artigo,"Art. 125. Os Estados organizarão sua Justiça, observados os princípios estabelecidos nesta Constituição.",4,3,8,NA,125,NA,NA,NA
paragrafo,"§ 1º A competência dos tribunais será definida na Constituição do Estado, sendo a lei de organização judiciária de iniciativa do Tribunal de Justiça.",4,3,8,NA,125,1,NA,NA
paragrafo,"§ 2º Cabe aos Estados a instituição de representação de inconstitucionalidade de leis ou atos normativos estaduais ou municipais em face da Constituição estadual, vedada a atribuição da legitimação para agir a um único órgão.",4,3,8,NA,125,2,NA,NA
paragrafo,"§ 3º A lei estadual poderá criar, mediante proposta do Tribunal de Justiça, a Justiça Militar estadual, constituída, em primeiro grau, pelos Conselhos de Justiça e, em segundo, pelo próprio Tribunal de Justiça, ou por Tribunal de Justiça Militar nos Estados em que o efetivo da polícia militar seja superior a vinte mil integrantes.",4,3,8,NA,125,3,NA,NA
paragrafo,"§ 4º Compete à Justiça Militar estadual processar e julgar os policiais militares e bombeiros militares nos crimes militares definidos em lei, cabendo ao tribunal competente decidir sobre a perda do posto e da patente dos oficiais e da graduação das praças.",4,3,8,NA,125,4,NA,NA
artigo,"Art. 126. Para dirimir conflitos fundiários, o Tribunal de Justiça designará juízes de entrância especial, com competência exclusiva para questões agrárias.",4,3,8,NA,126,NA,NA,NA
paragrafo,"Parágrafo único. Sempre que necessário à eficiente prestação jurisdicional, o juiz far-se-á presente no local do litígio.",4,3,8,NA,126,1,NA,NA
titartb,Capítulo IV: Das Funções Essenciais à Justiça,4,4,NA,NA,NA,NA,NA,NA
titartb,Seção I: Do Ministério Público,4,4,1,NA,NA,NA,NA,NA
artigo,"Art. 127. O Ministério Público é instituição permanente, essencial à função jurisdicional do Estado, incumbindo-lhe a defesa da ordem jurídica, do regime democrático e dos interesses sociais e individuais indisponíveis.",4,4,1,NA,127,NA,NA,NA
paragrafo,"§ 1º São princípios institucionais do Ministério Público a unidade, a indivisibilidade e a independência funcional.",4,4,1,NA,127,1,NA,NA
paragrafo,"§ 2º Ao Ministério Público é assegurada autonomia funcional e administrativa, podendo, observado o disposto no art. 169, propor ao Poder Legislativo a criação e extinção de seus cargos e serviços auxiliares, provendo-os por concurso público de provas ou de provas e títulos, a política remuneratória e os planos de carreira; a lei disporá sobre sua organização e funcionamento.",4,4,1,NA,127,2,NA,NA
paragrafo,§ 3º O Ministério Público elaborará sua proposta orçamentária dentro dos limites estabelecidos na lei de diretrizes orçamentárias.,4,4,1,NA,127,3,NA,NA
artigo,Art. 128. O Ministério Público abrange:,4,4,1,NA,128,NA,NA,NA
inciso,"I - o Ministério Público da União, que compreende:",4,4,1,NA,128,NA,1,NA
alinea,a) o Ministério Público Federal;,4,4,1,NA,128,NA,1,1
alinea,b) o Ministério Público do Trabalho;,4,4,1,NA,128,NA,1,2
alinea,c) o Ministério Público Militar;,4,4,1,NA,128,NA,1,3
alinea,d) o Ministério Público do Distrito Federal e Territórios;,4,4,1,NA,128,NA,1,4
inciso,II - os Ministérios Públicos dos Estados.,4,4,1,NA,128,NA,2,NA
paragrafo,"§ 1º O Ministério Público da União tem por chefe o Procurador-Geral da República, nomeado pelo Presidente da República dentre integrantes da carreira, maiores de trinta e cinco anos, após a aprovação de seu nome pela maioria absoluta dos membros do Senado Federal, para mandato de dois anos, permitida a recondução.",4,4,1,NA,128,1,NA,NA
paragrafo,"§ 2º A destituição do Procurador-Geral da República, por iniciativa do Presidente da República, deverá ser precedida de autorização da maioria absoluta do Senado Federal.",4,4,1,NA,128,2,NA,NA
paragrafo,"§ 3º Os Ministérios Públicos dos Estados e o do Distrito Federal e Territórios formarão lista tríplice dentre integrantes da carreira, na forma da lei respectiva, para escolha de seu Procurador-Geral, que será nomeado pelo Chefe do Poder Executivo, para mandato de dois anos, permitida uma recondução.",4,4,1,NA,128,3,NA,NA
paragrafo,"§ 4º Os Procuradores-Gerais nos Estados e no Distrito Federal e Territórios poderão ser destituídos por deliberação da maioria absoluta do Poder Legislativo, na forma da lei complementar respectiva.",4,4,1,NA,128,4,NA,NA
paragrafo,"§ 5º Leis complementares da União e dos Estados, cuja iniciativa é facultada aos respectivos Procuradores-Gerais, estabelecerão a organização, as atribuições e o estatuto de cada Ministério Público, observadas, relativamente a seus membros:",4,4,1,NA,128,5,NA,NA
inciso,I - as seguintes garantias:,4,4,1,NA,128,5,1,NA
alinea,"a) vitaliciedade, após dois anos de exercício, não podendo perder o cargo senão por sentença judicial transitada em julgado;",4,4,1,NA,128,5,1,1
alinea,"b) inamovibilidade, salvo por motivo de interesse público, mediante decisão do órgão colegiado competente do Ministério Público, por voto de dois terços de seus membros, assegurada ampla defesa;",4,4,1,NA,128,5,1,2
alinea,"c) irredutibilidade de subsídio, fixado na forma do art. 39, § 4º, e ressalvado o disposto nos arts. 37, X e XI, 150, II, 153, III, 153, § 2º, I;",4,4,1,NA,128,5,1,3
inciso,II - as seguintes vedações:,4,4,1,NA,128,5,2,NA
alinea,"a) receber, a qualquer título e sob qualquer pretexto, honorários, percentagens ou custas processuais;",4,4,1,NA,128,5,2,1
alinea,b) exercer a advocacia;,4,4,1,NA,128,5,2,2
alinea,"c) participar de sociedade comercial, na forma da lei;",4,4,1,NA,128,5,2,3
alinea,"d) exercer, ainda que em disponibilidade, qualquer outra função pública, salvo uma de magistério;",4,4,1,NA,128,5,2,4
alinea,"e) exercer atividade político-partidária, salvo exceções previstas na lei.",4,4,1,NA,128,5,2,5
artigo,Art. 129. São funções institucionais do Ministério Público:,4,4,1,NA,129,NA,NA,NA
inciso,"I - promover, privativamente, a ação penal pública, na forma da lei;",4,4,1,NA,129,NA,1,NA
inciso,"II - zelar pelo efetivo respeito dos poderes públicos e dos serviços de relevância pública aos direitos assegurados nesta Constituição, promovendo as medidas necessárias a sua garantia;",4,4,1,NA,129,NA,2,NA
inciso,"III - promover o inquérito civil e a ação civil pública, para a proteção do patrimônio público e social, do meio ambiente e de outros interesses difusos e coletivos;",4,4,1,NA,129,NA,3,NA
inciso,"IV - promover a ação de inconstitucionalidade ou representação para fins de intervenção da União e dos Estados, nos casos previstos nesta Constituição;",4,4,1,NA,129,NA,4,NA
inciso,V - defender judicialmente os direitos e interesses das populações indígenas;,4,4,1,NA,129,NA,5,NA
inciso,"VI - expedir notificações nos procedimentos administrativos de sua competência, requisitando informações e documentos para instruí-los, na forma da lei complementar respectiva;",4,4,1,NA,129,NA,6,NA
inciso,"VII - exercer o controle externo da atividade policial, na forma da lei complementar mencionada no artigo anterior;",4,4,1,NA,129,NA,7,NA
inciso,"VIII - requisitar diligências investigatórias e a instauração de inquérito policial, indicados os fundamentos jurídicos de suas manifestações processuais;",4,4,1,NA,129,NA,8,NA
inciso,"IX - exercer outras funções que lhe forem conferidas, desde que compatíveis com sua finalidade, sendo-lhe vedada a representação judicial e a consultoria jurídica de entidades públicas.",4,4,1,NA,129,NA,9,NA
paragrafo,"§ 1º A legitimação do Ministério Público para as ações civis previstas neste artigo não impede a de terceiros, nas mesmas hipóteses, segundo o disposto nesta Constituição e na lei.",4,4,1,NA,129,1,NA,NA
paragrafo,"§ 2º As funções de Ministério Público só podem ser exercidas por integrantes da carreira, que deverão residir na comarca da respectiva lotação.",4,4,1,NA,129,2,NA,NA
paragrafo,"§ 3º O ingresso na carreira far-se-á mediante concurso público de provas e títulos, assegurada participação da Ordem dos Advogados do Brasil em sua realização, e observada, nas nomeações, a ordem de classificação.",4,4,1,NA,129,3,NA,NA
paragrafo,"§ 4º Aplica-se ao Ministério Público, no que couber, o disposto no art. 93, II e VI.",4,4,1,NA,129,4,NA,NA
artigo,"Art. 130. Aos membros do Ministério Público junto aos Tribunais de Contas aplicam-se as disposições desta Seção pertinentes a direitos, vedações e forma de investidura.",4,4,1,NA,130,NA,NA,NA
titartb,Seção II: Da Advocacia Pública,4,4,2,NA,NA,NA,NA,NA
artigo,"Art. 131. A Advocacia-Geral da União é a instituição que, diretamente ou através de órgão vinculado, representa a União, judicial e extrajudicialmente, cabendo-lhe, nos termos da lei complementar que dispuser sobre sua organização e funcionamento, as atividades de consultoria e assessoramento jurídico do Poder Executivo.",4,4,2,NA,131,NA,NA,NA
paragrafo,"§ 1º A Advocacia-Geral da União tem por chefe o Advogado-Geral da União, de livre nomeação pelo Presidente da República dentre cidadãos maiores de trinta e cinco anos, de notável saber jurídico e reputação ilibada.",4,4,2,NA,131,1,NA,NA
paragrafo,§ 2º O ingresso nas classes iniciais das carreiras da instituição de que trata este artigo far-se-á mediante concurso público de provas e títulos.,4,4,2,NA,131,2,NA,NA
paragrafo,"§ 3º Na execução da dívida ativa de natureza tributária, a representação da União cabe à Procuradoria-Geral da Fazenda Nacional, observado o disposto em lei.",4,4,2,NA,131,3,NA,NA
artigo,"Art. 132. Os Procuradores dos Estados e do Distrito Federal, organizados em carreira, na qual o ingresso dependerá de concurso público de provas e títulos, com a participação da Ordem dos Advogados do Brasil em todas as suas fases, exercerão a representação judicial e a consultoria jurídica das respectivas unidades federadas.",4,4,2,NA,132,NA,NA,NA
paragrafo,"Parágrafo único. Aos procuradores referidos neste artigo é assegurada estabilidade após três anos de efetivo exercício, mediante avaliação de desempenho perante os órgãos próprios, após relatório circunstanciado das corregedorias.",4,4,2,NA,132,1,NA,NA
titartb,Seção III: Da Advocacia e da Defensoria Pública,4,4,3,NA,NA,NA,NA,NA
artigo,"Art. 133. O advogado é indispensável à administração da justiça, sendo inviolável por seus atos e manifestações no exercício da profissão, nos limites da lei.",4,4,3,NA,133,NA,NA,NA
artigo,"Art. 134. A Defensoria Pública é instituição essencial à função jurisdicional do Estado, incumbindo-lhe a orientação jurídica e a defesa, em todos os graus, dos necessitados, na forma do art. 5º, LXXIV.",4,4,3,NA,134,NA,NA,NA
paragrafo,"Parágrafo único. Lei complementar organizará a Defensoria Pública da União e do Distrito Federal e dos Territórios e prescreverá normas gerais para sua organização nos Estados, em cargos de carreira, providos, na classe inicial, mediante concurso público de provas e títulos, assegurada a seus integrantes a garantia da inamovibilidade e vedado o exercício da advocacia fora das atribuições institucionais.",4,4,3,NA,134,1,NA,NA
artigo,"Art. 135. Os servidores integrantes das carreiras disciplinadas nas Seções II e III deste Capítulo serão remunerados na forma do art. 39, § 4º.",4,4,3,NA,135,NA,NA,NA
titartb,Título V: Da Defesa do Estado e das Instituições Democráticas,5,NA,NA,NA,NA,NA,NA,NA
titartb,Capítulo I: Do Estado de Defesa e do Estado de Sítio,5,1,NA,NA,NA,NA,NA,NA
titartb,Seção I: Do Estado de Defesa,5,1,1,NA,NA,NA,NA,NA
artigo,"Art. 136. O Presidente da República pode, ouvidos o Conselho da República e o Conselho de Defesa Nacional, decretar estado de defesa para preservar ou prontamente restabelecer, em locais restritos e determinados, a ordem pública ou a paz social ameaçadas por grave e iminente instabilidade institucional ou atingidas por calamidades de grandes proporções na natureza.",5,1,1,NA,136,NA,NA,NA
paragrafo,"§ 1º O decreto que instituir o estado de defesa determinará o tempo de sua duração, especificará as áreas a serem abrangidas e indicará, nos termos e limites da lei, as medidas coercitivas a vigorarem, dentre as seguintes:",5,1,1,NA,136,1,NA,NA
inciso,I - restrições aos direitos de:,5,1,1,NA,136,1,1,NA
alinea,"a) reunião, ainda que exercida no seio das associações;",5,1,1,NA,136,1,1,1
alinea,b) sigilo de correspondência;,5,1,1,NA,136,1,1,2
alinea,c) sigilo de comunicação telegráfica e telefônica;,5,1,1,NA,136,1,1,3
inciso,"II - ocupação e uso temporário de bens e serviços públicos, na hipótese de calamidade pública, respondendo a União pelos danos e custos decorrentes.",5,1,1,NA,136,1,2,NA
paragrafo,"§ 2º O tempo de duração do estado de defesa não será superior a trinta dias, podendo ser prorrogado uma vez, por igual período, se persistirem as razões que justificaram a sua decretação.",5,1,1,NA,136,2,NA,NA
paragrafo,§ 3º Na vigência do estado de defesa:,5,1,1,NA,136,3,NA,NA
inciso,"I - a prisão por crime contra o Estado, determinada pelo executor da medida, será por este comunicada imediatamente ao juiz competente, que a relaxará, se não for legal, facultado ao preso requerer exame de corpo de delito à autoridade policial;",5,1,1,NA,136,3,1,NA
inciso,"II - a comunicação será acompanhada de declaração, pela autoridade, do estado físico e mental do detido no momento de sua autuação;",5,1,1,NA,136,3,2,NA
inciso,"III - a prisão ou detenção de qualquer pessoa não poderá ser superior a dez dias, salvo quando autorizada pelo Poder Judiciário;",5,1,1,NA,136,3,3,NA
inciso,IV - é vedada a incomunicabilidade do preso.,5,1,1,NA,136,3,4,NA
paragrafo,"§ 4º Decretado o estado de defesa ou sua prorrogação, o Presidente da República, dentro de vinte e quatro horas, submeterá o ato com a respectiva justificação ao Congresso Nacional, que decidirá por maioria absoluta.",5,1,1,NA,136,4,NA,NA
paragrafo,"§ 5º Se o Congresso Nacional estiver em recesso, será convocado, extraordinariamente, no prazo de cinco dias.",5,1,1,NA,136,5,NA,NA
paragrafo,"§ 6º O Congresso Nacional apreciará o decreto dentro de dez dias contados de seu recebimento, devendo continuar funcionando enquanto vigorar o estado de defesa.",5,1,1,NA,136,6,NA,NA
paragrafo,"§ 7º Rejeitado o decreto, cessa imediatamente o estado de defesa.",5,1,1,NA,136,7,NA,NA
titartb,Seção II: Do Estado de Sítio,5,1,2,NA,NA,NA,NA,NA
artigo,"Art. 137. O Presidente da República pode, ouvidos o Conselho da República e o Conselho de Defesa Nacional, solicitar ao Congresso Nacional autorização para decretar o estado de sítio nos casos de:",5,1,2,NA,137,NA,NA,NA
inciso,I - comoção grave de repercussão nacional ou ocorrência de fatos que comprovem a ineficácia de medida tomada durante o estado de defesa;,5,1,2,NA,137,NA,1,NA
inciso,II - declaração de estado de guerra ou resposta a agressão armada estrangeira.,5,1,2,NA,137,NA,2,NA
paragrafo,"Parágrafo único. O Presidente da República, ao solicitar autorização para decretar o estado de sítio ou sua prorrogação, relatará os motivos determinantes do pedido, devendo o Congresso Nacional decidir por maioria absoluta.",5,1,2,NA,137,1,NA,NA
artigo,"Art. 138. O decreto do estado de sítio indicará sua duração, as normas necessárias a sua execução e as garantias constitucionais que ficarão suspensas, e, depois de publicado, o Presidente da República designará o executor das medidas específicas e as áreas abrangidas.",5,1,2,NA,138,NA,NA,NA
paragrafo,"§ 1º O estado de sítio, no caso do art. 137, I, não poderá ser decretado por mais de trinta dias, nem prorrogado, de cada vez, por prazo superior; no do inciso II, poderá ser decretado por todo o tempo que perdurar a guerra ou a agressão armada estrangeira.",5,1,2,NA,138,1,NA,NA
paragrafo,"§ 2º Solicitada autorização para decretar o estado de sítio durante o recesso parlamentar, o Presidente do Senado Federal, de imediato, convocará extraordinariamente o Congresso Nacional para se reunir dentro de cinco dias, a fim de apreciar o ato.",5,1,2,NA,138,2,NA,NA
paragrafo,§ 3º O Congresso Nacional permanecerá em funcionamento até o término das medidas coercitivas.,5,1,2,NA,138,3,NA,NA
artigo,"Art. 139. Na vigência do estado de sítio decretado com fundamento no art. 137, I, só poderão ser tomadas contra as pessoas as seguintes medidas:",5,1,2,NA,139,NA,NA,NA
inciso,I - obrigação de permanência em localidade determinada;,5,1,2,NA,139,NA,1,NA
inciso,II - detenção em edifício não destinado a acusados ou condenados por crimes comuns;,5,1,2,NA,139,NA,2,NA
inciso,"III - restrições relativas à inviolabilidade da correspondência, ao sigilo das comunicações, à prestação de informações e à liberdade de imprensa, radiodifusão e televisão, na forma da lei;",5,1,2,NA,139,NA,3,NA
inciso,IV - suspensão da liberdade de reunião;,5,1,2,NA,139,NA,4,NA
inciso,V - busca e apreensão em domicílio;,5,1,2,NA,139,NA,5,NA
inciso,VI - intervenção nas empresas de serviços públicos;,5,1,2,NA,139,NA,6,NA
inciso,VII - requisição de bens.,5,1,2,NA,139,NA,7,NA
paragrafo,"Parágrafo único. Não se inclui nas restrições do inciso III a difusão de pronunciamentos de parlamentares efetuados em suas Casas Legislativas, desde que liberada pela respectiva Mesa.",5,1,2,NA,139,1,NA,NA
titartb,Seção III: Disposições Gerais,5,1,3,NA,NA,NA,NA,NA
artigo,"Art. 140. A Mesa do Congresso Nacional, ouvidos os líderes partidários, designará Comissão composta de cinco de seus membros para acompanhar e fiscalizar a execução das medidas referentes ao estado de defesa e ao estado de sítio.",5,1,3,NA,140,NA,NA,NA
artigo,"Art. 141. Cessado o estado de defesa ou o estado de sítio, cessarão também seus efeitos, sem prejuízo da responsabilidade pelos ilícitos cometidos por seus executores ou agentes.",5,1,3,NA,141,NA,NA,NA
paragrafo,"Parágrafo único. Logo que cesse o estado de defesa ou o estado de sítio, as medidas aplicadas em sua vigência serão relatadas pelo Presidente da República, em mensagem ao Congresso Nacional, com especificação e justificação das providências adotadas, com relação nominal dos atingidos e indicação das restrições aplicadas.",5,1,3,NA,141,1,NA,NA
titartb,Capítulo II: Das Forças Armadas,5,2,NA,NA,NA,NA,NA,NA
artigo,"Art. 142. As Forças Armadas, constituídas pela Marinha, pelo Exército e pela Aeronáutica, são instituições nacionais permanentes e regulares, organizadas com base na hierarquia e na disciplina, sob a autoridade suprema do Presidente da República, e destinam-se à defesa da Pátria, à garantia dos poderes constitucionais e, por iniciativa de qualquer destes, da lei e da ordem.",5,2,NA,NA,142,NA,NA,NA
paragrafo,"§ 1º Lei complementar estabelecerá as normas gerais a serem adotadas na organização, no preparo e no emprego das Forças Armadas.",5,2,NA,NA,142,1,NA,NA
paragrafo,§ 2º Não caberá habeas corpus em relação a punições disciplinares militares.,5,2,NA,NA,142,2,NA,NA
paragrafo,"§ 3º Os membros das Forças Armadas são denominados militares, aplicando-se-lhes, além das que vierem a ser fixadas em lei, as seguintes disposições:",5,2,NA,NA,142,3,NA,NA
inciso,"I - as patentes, com prerrogativas, direitos e deveres a elas inerentes, são conferidas pelo Presidente da República e asseguradas em plenitude aos oficiais da ativa, da reserva ou reformados, sendo-lhes privativos os títulos e postos militares e, juntamente com os demais membros, o uso dos uniformes das Forças Armadas;",5,2,NA,NA,142,3,1,NA
inciso,"II - o militar em atividade que tomar posse em cargo ou emprego público civil permanente será transferido para a reserva, nos termos da lei;",5,2,NA,NA,142,3,2,NA
inciso,"III - o militar da ativa que, de acordo com a lei, tomar posse em cargo, emprego ou função pública civil temporária, não eletiva, ainda que da administração indireta, ficará agregado ao respectivo quadro e somente poderá, enquanto permanecer nessa situação, ser promovido por antigüidade, contando-se-lhe o tempo de serviço apenas para aquela promoção e transferência para a reserva, sendo depois de dois anos de afastamento, contínuos ou não, transferidos para a reserva, nos termos da lei;",5,2,NA,NA,142,3,3,NA
inciso,IV - ao militar são proibidas a sindicalização e a greve;,5,2,NA,NA,142,3,4,NA
inciso,"V - o militar, enquanto em serviço ativo, não pode estar filiado a partidos políticos;",5,2,NA,NA,142,3,5,NA
inciso,"VI - o oficial só perderá o posto e a patente se for julgado indigno do oficialato ou com ele incompatível, por decisão de tribunal militar de caráter permanente, em tempo de paz, ou de tribunal especial, em tempo de guerra;",5,2,NA,NA,142,3,6,NA
inciso,"VII - o oficial condenado na justiça comum ou militar à pena privativa de liberdade superior a dois anos, por sentença transitada em julgado, será submetido ao julgamento previsto no inciso anterior;",5,2,NA,NA,142,3,7,NA
inciso,"VIII - aplica-se aos militares o disposto no art. 7º, incisos VIII, XII, XVII, XVIII, XIX e XXV, e no art. 37, incisos XI, XIII, XIV e XV;",5,2,NA,NA,142,3,8,NA
inciso,"IX - aplica-se aos militares e a seus pensionistas o disposto no art. 40, §§ 7º e 8º;",5,2,NA,NA,142,3,9,NA
inciso,"X - a lei disporá sobre o ingresso nas Forças Armadas, os limites de idade, a estabilidade e outras condições de transferência do militar para a inatividade, os direitos, os deveres, a remuneração, as prerrogativas e outras situações especiais dos militares, consideradas as peculiaridades de suas atividades, inclusive aquelas cumpridas por força de compromissos internacionais e de guerra.",5,2,NA,NA,142,3,10,NA
artigo,Art. 143. O serviço militar é obrigatório nos termos da lei.,5,2,NA,NA,143,NA,NA,NA
paragrafo,"§ 1º Às Forças Armadas compete, na forma da lei, atribuir serviço alternativo aos que, em tempo de paz, após alistados, alegarem imperativo de consciência, entendendo-se como tal o decorrente de crença religiosa e de convicção filosófica ou política, para se eximirem de atividades de caráter essencialmente militar.",5,2,NA,NA,143,1,NA,NA
paragrafo,"§ 2º As mulheres e os eclesiásticos ficam isentos do serviço militar obrigatório em tempo de paz, sujeitos, porém, a outros encargos que a lei lhes atribuir.",5,2,NA,NA,143,2,NA,NA
titartb,Capítulo III: Da Segurança Pública,5,3,NA,NA,NA,NA,NA,NA
artigo,"Art. 144. A segurança pública, dever do Estado, direito e responsabilidade de todos, é exercida para a preservação da ordem pública e da incolumidade das pessoas e do patrimônio, através dos seguintes órgãos:",5,3,NA,NA,144,NA,NA,NA
inciso,I - polícia federal;,5,3,NA,NA,144,NA,1,NA
inciso,II - polícia rodoviária federal;,5,3,NA,NA,144,NA,2,NA
inciso,III - polícia ferroviária federal;,5,3,NA,NA,144,NA,3,NA
inciso,IV - polícias civis;,5,3,NA,NA,144,NA,4,NA
inciso,V - polícias militares e corpos de bombeiros militares.,5,3,NA,NA,144,NA,5,NA
paragrafo,"§ 1º A polícia federal, instituída por lei como órgão permanente, organizado e mantido pela União e estruturado em carreira, destina-se a:",5,3,NA,NA,144,1,NA,NA
inciso,"I - apurar infrações penais contra a ordem política e social ou em detrimento de bens, serviços e interesses da União ou de suas entidades autárquicas e empresas públicas, assim como outras infrações cuja prática tenha repercussão interestadual ou internacional e exija repressão uniforme, segundo se dispuser em lei;",5,3,NA,NA,144,1,1,NA
inciso,"II - prevenir e reprimir o tráfico ilícito de entorpecentes e drogas afins, o contrabando e o descaminho, sem prejuízo da ação fazendária e de outros órgãos públicos nas respectivas áreas de competência;",5,3,NA,NA,144,1,2,NA
inciso,"III - exercer as funções de polícia marítima, aeroportuária e de fronteiras;",5,3,NA,NA,144,1,3,NA
inciso,"IV - exercer, com exclusividade, as funções de polícia judiciária da União.",5,3,NA,NA,144,1,4,NA
paragrafo,"§ 2º A polícia rodoviária federal, órgão permanente, organizado e mantido pela União e estruturado em carreira, destina-se, na forma da lei, ao patrulhamento ostensivo das rodovias federais.",5,3,NA,NA,144,2,NA,NA
paragrafo,"§ 3º A polícia ferroviária federal, órgão permanente, organizado e mantido pela União e estruturado em carreira, destina-se, na forma da lei, ao patrulhamento ostensivo das ferrovias federais.",5,3,NA,NA,144,3,NA,NA
paragrafo,"§ 4º Às polícias civis, dirigidas por delegados de polícia de carreira, incumbem, ressalvada a competência da União, as funções de polícia judiciária e a apuração de infrações penais, exceto as militares.",5,3,NA,NA,144,4,NA,NA
paragrafo,"§ 5º Às polícias militares cabem a polícia ostensiva e a preservação da ordem pública; aos corpos de bombeiros militares, além das atribuições definidas em lei, incumbe a execução de atividades de defesa civil.",5,3,NA,NA,144,5,NA,NA
paragrafo,"§ 6º As polícias militares e corpos de bombeiros militares, forças auxiliares e reserva do Exército, subordinam-se, juntamente com as polícias civis, aos Governadores dos Estados, do Distrito Federal e dos Territórios.",5,3,NA,NA,144,6,NA,NA
paragrafo,"§ 7º A lei disciplinará a organização e o funcionamento dos órgãos responsáveis pela segurança pública, de maneira a garantir a eficiência de suas atividades.",5,3,NA,NA,144,7,NA,NA
paragrafo,"§ 8º Os Municípios poderão constituir guardas municipais destinadas à proteção de seus bens, serviços e instalações, conforme dispuser a lei.",5,3,NA,NA,144,8,NA,NA
paragrafo,§ 9º A remuneração dos servidores policiais integrantes dos órgãos relacionados neste artigo será fixada na forma do § 4º do art. 39.,5,3,NA,NA,144,9,NA,NA
titartb,Título VI: Da Tributação e do Orçamento,6,NA,NA,NA,NA,NA,NA,NA
titartb,Capítulo I: Do Sistema Tributário Nacional,6,1,NA,NA,NA,NA,NA,NA
titartb,Seção I: Dos Princípios Gerais,6,1,1,NA,NA,NA,NA,NA
artigo,"Art. 145. A União, os Estados, o Distrito Federal e os Municípios poderão instituir os seguintes tributos:",6,1,1,NA,145,NA,NA,NA
inciso,I - impostos;,6,1,1,NA,145,NA,1,NA
inciso,"II - taxas, em razão do exercício do poder de polícia ou pela utilização, efetiva ou potencial, de serviços públicos específicos e divisíveis, prestados ao contribuinte ou postos a sua disposição;",6,1,1,NA,145,NA,2,NA
inciso,"III - contribuição de melhoria, decorrente de obras públicas.",6,1,1,NA,145,NA,3,NA
paragrafo,"§ 1º Sempre que possível, os impostos terão caráter pessoal e serão graduados segundo a capacidade econômica do contribuinte, facultado à administração tributária, especialmente para conferir efetividade a esses objetivos, identificar, respeitados os direitos individuais e nos termos da lei, o patrimônio, os rendimentos e as atividades econômicas do contribuinte.",6,1,1,NA,145,1,NA,NA
paragrafo,§ 2º As taxas não poderão ter base de cálculo própria de impostos.,6,1,1,NA,145,2,NA,NA
artigo,Art. 146. Cabe à lei complementar:,6,1,1,NA,146,NA,NA,NA
inciso,"I - dispor sobre conflitos de competência, em matéria tributária, entre a União, os Estados, o Distrito Federal e os Municípios;",6,1,1,NA,146,NA,1,NA
inciso,II - regular as limitações constitucionais ao poder de tributar;,6,1,1,NA,146,NA,2,NA
inciso,"III - estabelecer normas gerais em matéria de legislação tributária, especialmente sobre:",6,1,1,NA,146,NA,3,NA
alinea,"a) definição de tributos e de suas espécies, bem como, em relação aos impostos discriminados nesta Constituição, a dos respectivos fatos geradores, bases de cálculo e contribuintes;",6,1,1,NA,146,NA,3,1
alinea,"b) obrigação, lançamento, crédito, prescrição e decadência tributários;",6,1,1,NA,146,NA,3,2
alinea,c) adequado tratamento tributário ao ato cooperativo praticado pelas sociedades cooperativas.,6,1,1,NA,146,NA,3,3
artigo,"Art. 147. Competem à União, em Território Federal, os impostos estaduais e, se o Território não for dividido em Municípios, cumulativamente, os impostos municipais; ao Distrito Federal cabem os impostos municipais.",6,1,1,NA,147,NA,NA,NA
artigo,"Art. 148. A União, mediante lei complementar, poderá instituir empréstimos compulsórios:",6,1,1,NA,148,NA,NA,NA
inciso,"I - para atender a despesas extraordinárias, decorrentes de calamidade pública, de guerra externa ou sua iminência;",6,1,1,NA,148,NA,1,NA
inciso,"II - no caso de investimento público de caráter urgente e de relevante interesse nacional, observado o disposto no art. 150, III, b.",6,1,1,NA,148,NA,2,NA
paragrafo,Parágrafo único. A aplicação dos recursos provenientes de empréstimo compulsório será vinculada à despesa que fundamentou sua instituição.,6,1,1,NA,148,1,NA,NA
artigo,"Art. 149. Compete exclusivamente à União instituir contribuições sociais, de intervenção no domínio econômico e de interesse das categorias profissionais ou econômicas, como instrumento de sua atuação nas respectivas áreas, observado o disposto nos arts. 146, III, e 150, I e III, e sem prejuízo do previsto no art. 195, § 6º, relativamente às contribuições a que alude o dispositivo.",6,1,1,NA,149,NA,NA,NA
paragrafo,"Parágrafo único. Os Estados, o Distrito Federal e os Municípios poderão instituir contribuição, cobrada de seus servidores, para o custeio, em benefício destes, de sistemas de previdência e assistência social.",6,1,1,NA,149,1,NA,NA
titartb,Seção II: Das Limitações do Poder de Tributar,6,1,2,NA,NA,NA,NA,NA
artigo,"Art. 150. Sem prejuízo de outras garantias asseguradas ao contribuinte, é vedado à União, aos Estados, ao Distrito Federal e aos Municípios:",6,1,2,NA,150,NA,NA,NA
